pid,year,provcd,age_,age2,gen,mar,rural,medsure_dum,edu,educ,wage,lnwage,inc1,job
211790104,2022,21,53,2809,1,1,1,1,1,6,33600,10.422311,30000,1
211793102,2022,21,53,2809,1,1,1,1,2,9,16500,9.7111759,15000,1
211800101,2022,21,52,2704,1,1,1,1,1,6,30000,10.308986,38050,1
211806102,2022,21,41,1681,1,0,1,1,0,0,30000,10.308986,35000,1
211809102,2022,21,43,1849,1,1,1,1,2,9,80000,11.289794,44400,1
211816103,2022,21,31,961,1,1,1,1,2,9,32000,10.373523,18400,1
211817101,2022,21,55,3025,1,1,1,1,2,9,18000,9.7981825,16666.666,1
211818102,2022,21,53,2809,1,1,1,1,1,6,6000,8.6996813,28333.334,1
211837101,2022,21,47,2209,1,1,1,1,3,12,36000,10.491302,29400,1
211838101,2022,21,42,1764,1,1,0,1,1,6,73200,11.200964,40000,1
211858102,2022,21,53,2809,1,1,0,1,3,12,60000,11.002116,40000,1
211871102,2022,21,64,4096,0,1,1,0,2,9,20400,9.9233389,35200,1
211874101,2022,21,44,1936,1,1,0,1,4,15,50000,10.819798,28666.666,1
211875101,2022,21,45,2025,0,1,0,1,4,15,54200,10.900455,44266.668,1
211876103,2022,21,54,2916,1,1,0,1,3,12,150000,11.918397,68475,1
211886103,2022,21,39,1521,0,1,1,1,2,9,64000,11.066654,8475,1
211890101,2022,21,50,2500,0,0,1,1,1,6,24000,10.085851,25000,1
211891102,2022,21,51,2601,0,1,1,1,1,6,10200,9.2302408,37500,0
211906103,2022,21,32,1024,1,1,1,1,3,12,90000,11.407576,36000,1
211917102,2022,21,41,1681,1,1,1,1,1,6,40000,10.59666,19860,1
211918101,2022,21,56,3136,1,0,1,1,2,9,26000,10.165891,29000,1
211933101,2022,21,41,1681,1,1,1,1,1,6,72000,11.184435,50000,1
211935102,2022,21,33,1089,1,1,1,1,1,6,36000,10.491302,15644,1
211943101,2022,21,43,1849,1,0,0,1,4,15,5000,8.5173931,18250,0
211944101,2022,21,53,2809,1,1,0,1,2,9,60000,11.002116,45900,1
211946103,2022,21,35,1225,1,0,0,1,2,9,40000,10.59666,42000,1
211950101,2022,21,51,2601,0,1,0,1,2,9,39700,10.589131,23995,1
211951101,2022,37,53,2809,0,0,0,1,3,12,94800,11.459536,100000,1
211955102,2022,21,51,2601,0,0,0,1,2,9,23400,10.060534,35000,1
211964101,2022,21,51,2601,0,1,0,1,2,9,24000,10.085851,24000,1
440822105,2022,44,35,1225,0,1,1,0,4,15,61000,11.018645,27050,1
420255103,2022,44,34,1156,1,0,1,1,3,12,200000,12.206078,120000,1
441260104,2022,44,36,1296,1,0,1,0,4,15,60000,11.002116,60000,1
440446104,2022,44,38,1444,1,1,1,1,2,9,75000,11.225257,22740,1
440560106,2022,44,34,1156,0,1,1,1,5,16,78000,11.264477,37133.332,1
450170103,2022,45,39,1521,1,1,1,1,3,12,60000,11.002116,20000,1
440929104,2022,44,31,961,0,0,1,1,4,15,100000,11.512936,205000,1
500177103,2022,44,37,1369,1,0,1,1,2,9,66000,11.097425,70500,1
213628431,2022,37,39,1521,0,1,0,1,3,12,60000,11.002116,25166.666,1
510347106,2022,51,35,1225,0,1,0,1,5,16,110000,11.608245,65371.43,1
450196104,2022,45,28,784,0,1,1,1,2,9,42000,10.645449,42000,1
610044103,2022,44,36,1296,0,1,1,1,4,15,100000,11.512936,84561,1
215826501,2022,61,31,961,0,1,0,1,4,15,48000,10.778977,20000,1
520384103,2022,52,46,2116,1,1,1,1,1,6,10000,9.2104406,7500,1
520532104,2022,33,42,1764,0,1,1,1,3,12,17000,9.7410278,94000,1
621281104,2022,62,38,1444,0,1,0,1,5,16,50000,10.819798,18333.334,1
620047104,2022,62,27,729,1,0,1,1,1,6,30000,10.308986,50000,1
620723103,2022,32,40,1600,1,0,1,1,5,16,180000,12.100718,90000,1
620520103,2022,41,29,841,1,1,1,1,5,16,130000,11.775297,182000,1
620887104,2022,54,30,900,1,0,1,1,5,16,150000,11.918397,200000,1
621642102,2022,62,60,3600,0,1,1,1,0,0,42000,10.645449,33036.668,1
621301105,2022,62,28,784,1,0,1,1,5,16,130000,11.775297,150000,1
218990501,2022,12,35,1225,1,1,0,1,4,15,85000,11.350418,50000,1
130464103,2022,13,29,841,0,1,1,1,4,15,70000,11.156265,30000,1
130644105,2022,13,30,900,0,1,1,1,4,15,10000,9.2104406,40000,0
130896103,2022,13,36,1296,0,1,1,1,5,16,60000,11.002116,25000,1
220003103,2022,22,36,1296,1,1,1,1,2,9,21000,9.9523249,16000,1
220009101,2022,22,52,2704,0,1,1,1,3,12,18900,9.8469706,13333.333,1
220014581,2022,22,48,2304,0,1,1,1,1,6,20000,9.9035378,12500,0
220015101,2022,22,53,2809,1,0,1,1,1,6,16500,9.7111759,32500,1
220031101,2022,22,62,3844,0,1,0,1,0,0,6000,8.6996813,17850,1
220035101,2022,22,50,2500,1,1,1,1,2,9,53000,10.878066,26666.666,1
220042101,2022,22,60,3600,0,0,1,1,2,9,7000,8.8538084,10000,1
220046101,2022,22,53,2809,0,1,1,1,1,6,10080,9.2184076,16666.666,1
220047101,2022,22,58,3364,1,1,0,1,3,12,60000,11.002116,40000,1
220049102,2022,22,51,2601,1,1,1,1,2,9,36000,10.491302,36000,1
220057102,2022,22,54,2916,1,1,1,1,1,6,7000,8.8538084,14837.5,1
220060103,2022,22,48,2304,1,0,1,1,2,9,20400,9.9233389,17998,1
220061531,2022,22,56,3136,1,0,1,1,0,0,36000,10.491302,11666.667,1
220071101,2022,22,44,1936,1,1,1,1,1,6,60000,11.002116,36000,1
220077101,2022,22,64,4096,1,1,1,1,1,6,5040,8.5253601,9100,1
220084102,2022,22,49,2401,1,1,1,1,1,6,78000,11.264477,38250,1
220104101,2022,22,35,1225,1,1,1,1,2,9,60000,11.002116,17500,1
220105101,2022,22,37,1369,0,0,1,1,1,6,29000,10.275085,38566.668,0
220113101,2022,22,54,2916,1,1,1,1,3,12,25200,10.134639,35000,1
220116101,2022,22,53,2809,1,1,1,1,3,12,79200,11.279744,61240,1
220138101,2022,22,40,1600,0,1,0,1,3,12,20000,9.9035378,12000,0
220154102,2022,22,56,3136,0,0,1,1,1,6,6000,8.6996813,7300,1
220157102,2022,22,52,2704,0,1,1,1,1,6,30000,10.308986,35000,1
220162102,2022,22,57,3249,0,0,1,1,2,9,32000,10.373523,60000,1
220168103,2022,22,42,1764,1,1,0,1,5,16,65000,11.082158,40000,1
220174101,2022,22,51,2601,0,1,0,1,5,16,72000,11.184435,24000,1
220177101,2022,22,40,1600,1,0,0,1,3,12,42000,10.645449,36833.332,1
220178102,2022,22,44,1936,0,1,0,1,5,16,36000,10.491302,83333.336,1
220194102,2022,22,60,3600,0,1,1,1,3,12,9200,9.1270676,45000,1
220195203,2022,22,42,1764,1,1,0,1,5,16,80000,11.289794,27750,1
220209101,2022,22,49,2401,1,1,0,1,3,12,33000,10.404293,17400,1
220220101,2022,22,50,2500,0,1,0,1,3,12,26800,10.196195,90000,1
220221102,2022,22,57,3249,1,1,1,0,0,0,40000,10.59666,16666.666,1
220222102,2022,22,53,2809,1,1,1,1,1,6,42000,10.645449,21500,1
220229101,2022,22,55,3025,1,1,1,1,2,9,0,0,33000,1
220230102,2022,22,62,3844,1,1,0,1,2,9,21000,9.9523249,33000,0
220235101,2022,22,51,2601,0,1,0,1,2,9,20000,9.9035378,30000,0
220244101,2022,22,54,2916,1,1,0,1,2,9,36000,10.491302,26000,1
220258101,2022,22,43,1849,1,1,0,1,5,16,70000,11.156265,44333.332,1
220277101,2022,22,47,2209,0,1,1,0,0,0,9200,9.1270676,56666.668,0
220279101,2022,22,51,2601,1,1,1,1,1,6,10000,9.2104406,26926.666,1
220287101,2022,22,49,2401,1,1,1,1,2,9,21000,9.9523249,11666.667,1
220301101,2022,22,52,2704,0,1,1,1,2,9,21600,9.9804945,24950,1
220303102,2022,22,64,4096,1,0,0,0,1,6,26200,10.173553,19520,1
220306101,2022,22,52,2704,1,1,0,1,0,0,26400,10.181157,19930,1
220309101,2022,22,50,2500,1,1,1,1,3,12,42000,10.645449,33333.332,1
220310101,2022,22,58,3364,1,1,1,1,3,12,32400,10.385944,16200,1
220319101,2022,22,40,1600,0,1,0,1,4,15,45000,10.71444,36666.668,1
220320102,2022,22,57,3249,0,1,0,1,3,12,12500,9.4335642,28000,0
220321101,2022,22,59,3481,0,0,0,1,3,12,12000,9.392745,16380,1
220326101,2022,22,47,2209,0,0,1,1,3,12,45000,10.71444,13000,1
220336101,2022,22,51,2601,0,1,0,1,3,12,48000,10.778977,63000,1
220343101,2022,22,63,3969,0,1,0,1,3,12,480,6.1758671,70740,1
220349102,2022,22,45,2025,0,1,1,1,2,9,20000,9.9035378,125000,1
220353101,2022,22,51,2601,0,0,0,1,2,9,15000,9.6158724,31502.5,1
140365105,2022,61,39,1521,1,1,1,1,6,19,200000,12.206078,83333.336,1
210083103,2022,21,38,1444,1,1,1,1,2,9,50000,10.819798,40000,1
222043551,2022,21,33,1089,0,1,0,1,5,16,2000,7.6014023,25000,0
110020106,2022,11,46,2116,0,1,1,1,3,12,10000,9.2104406,29750,0
211543101,2022,21,35,1225,0,1,1,1,5,16,40000,10.59666,34000,1
211804103,2022,21,32,1024,0,1,1,1,2,9,80000,11.289794,69083.336,1
211807103,2022,21,35,1225,1,0,1,1,2,9,76000,11.238502,100000,1
220113103,2022,37,31,961,0,1,1,1,4,15,48000,10.778977,66666.664,1
230039104,2022,23,31,961,1,1,1,1,2,9,20000,9.9035378,40000,1
230112101,2022,23,40,1600,0,1,1,1,5,16,73000,11.198229,50000,1
441734103,2022,44,36,1296,1,1,1,1,3,12,80000,11.289794,27500,1
223710551,2022,31,35,1225,0,1,1,1,4,15,200000,12.206078,90000,1
230616103,2022,44,30,900,1,1,0,1,5,16,120000,11.695255,100000,1
224376551,2022,31,38,1444,1,1,0,1,5,16,130000,11.775297,66666.664,1
224714551,2022,31,34,1156,0,1,0,1,5,16,487600,13.097253,232100,1
311263103,2022,31,46,2116,0,0,1,1,5,16,80000,11.289794,125000,1
330187103,2022,33,36,1296,0,1,1,1,5,16,130000,11.775297,62500,1
340382103,2022,34,33,1089,0,1,1,1,4,15,50000,10.819798,31500,1
350103103,2022,35,39,1521,1,1,1,1,2,9,86500,11.367911,23016.666,1
360017103,2022,36,42,1764,1,1,0,1,2,9,50000,10.819798,21250,1
340068105,2022,33,34,1156,1,0,1,1,2,9,82630,11.32214,77000,1
340073101,2022,34,42,1764,1,1,1,1,2,9,60000,11.002116,14680,1
226551501,2022,34,39,1521,0,1,1,1,2,9,40000,10.59666,32500,1
360035105,2022,36,32,1024,0,1,1,1,3,12,48000,10.778977,33000,1
410018102,2022,41,46,2116,0,0,0,1,3,12,48800,10.795506,16666.666,1
410519103,2022,41,35,1225,1,1,1,1,1,6,88000,11.385103,8000,1
410680103,2022,11,34,1156,0,1,0,1,5,16,0,0,100000,0
410847103,2022,41,26,676,0,1,1,1,5,16,30000,10.308986,30000,1
410145103,2022,41,32,1024,0,1,1,1,1,6,23000,10.043293,14285.714,0
410227103,2022,41,30,900,0,1,1,1,2,9,50000,10.819798,28000,1
410403104,2022,13,36,1296,0,1,1,1,4,15,72000,11.184435,58240,0
410513103,2022,61,37,1369,1,1,1,1,6,19,200000,12.206078,67066.664,1
410561101,2022,41,51,2601,0,1,1,1,1,6,4000,8.2943001,30000,1
228838551,2022,44,35,1225,0,1,0,1,3,12,4100,8.3189859,48000,1
410791103,2022,31,38,1444,1,1,1,1,2,9,70000,11.156265,65000,1
229271501,2022,41,32,1024,0,1,0,1,6,19,60000,11.002116,75000,1
229636501,2022,41,33,1089,1,1,1,0,3,12,363000,12.802161,25800,1
411603105,2022,41,47,2209,0,1,1,1,0,0,30000,10.308986,20000,1
440260105,2022,44,28,784,0,1,1,1,1,6,20000,9.9035378,13713.333,1
230011101,2022,23,58,3364,0,1,1,1,1,6,11900,9.3843775,13333.333,1
230015102,2022,23,61,3721,1,1,0,1,2,9,30000,10.308986,9100,1
230017102,2022,23,55,3025,1,1,0,1,2,9,9600,9.1696224,16800,1
230018102,2022,23,48,2304,1,1,1,0,2,9,30000,10.308986,10600,1
230026106,2022,23,30,900,0,1,0,1,5,16,20000,9.9035378,57500,0
230027102,2022,23,57,3249,0,1,1,1,5,16,0,0,50000,1
230037102,2022,23,60,3600,1,1,1,1,4,15,90000,11.407576,54900,1
230046102,2022,23,60,3600,1,1,1,1,2,9,17400,9.7642832,22160,1
230066102,2022,23,45,2025,0,0,1,1,1,6,10000,9.2104406,50000,1
230072102,2022,23,56,3136,0,1,1,1,2,9,33000,10.404293,30000,1
230080103,2022,23,31,961,1,0,1,1,2,9,7000,8.8538084,24763.334,0
230081103,2022,23,45,2025,1,1,1,1,2,9,38020,10.545894,12574,1
230083101,2022,23,46,2116,0,1,1,1,1,6,6000,8.6996813,10186.667,1
230085101,2022,23,51,2601,0,1,1,1,1,6,6000,8.6996813,33333.332,1
230103101,2022,23,54,2916,1,0,1,1,4,15,90000,11.407576,83500,1
230111101,2022,23,46,2116,0,1,0,1,4,15,30000,10.308986,50000,1
230133102,2022,23,53,2809,1,1,0,1,3,12,26000,10.165891,16633.334,1
230150101,2022,23,51,2601,1,1,1,1,4,15,80000,11.289794,40000,1
230163101,2022,23,56,3136,1,1,1,1,2,9,0,0,33333.332,1
230164102,2022,23,50,2500,1,1,1,1,3,12,160000,11.982935,35950,1
230169101,2022,23,39,1521,0,1,1,1,0,0,6000,8.6996813,30000,1
230170104,2022,44,43,1849,0,1,1,1,2,9,50000,10.819798,34433.332,1
230174101,2022,23,57,3249,0,1,1,1,1,6,20000,9.9035378,33225,1
230184601,2022,23,35,1225,0,1,1,1,4,15,24000,10.085851,14125,1
230185102,2022,23,40,1600,1,1,1,1,2,9,80000,11.289794,26000,1
230189431,2022,23,33,1089,0,1,1,1,1,6,10000,9.2104406,60000,1
230209101,2022,23,57,3249,1,1,0,1,5,16,90000,11.407576,50000,1
230212101,2022,23,51,2601,0,0,0,1,4,15,40000,10.59666,42300,0
230218101,2022,23,46,2116,0,1,0,1,3,12,20000,9.9035378,8000,1
230220101,2022,23,40,1600,0,1,1,1,2,9,27600,10.225607,27320,1
230224101,2022,23,45,2025,1,1,1,1,2,9,48000,10.778977,10100,1
230244101,2022,23,48,2304,0,1,1,1,5,16,50000,10.819798,25000,1
230246101,2022,23,45,2025,0,1,1,1,5,16,90000,11.407576,41666.668,1
230269101,2022,23,46,2116,0,0,0,1,3,12,28200,10.247112,17500,1
230274101,2022,23,51,2601,0,0,1,1,4,15,43632,10.683569,44208,1
230275101,2022,23,47,2209,0,1,0,1,2,9,57600,10.961295,23200,1
230305101,2022,23,44,1936,0,1,0,1,4,15,4000,8.2943001,34666.668,0
230307101,2022,23,46,2116,1,0,0,1,2,9,40000,10.59666,40000,1
230323103,2022,23,55,3025,0,1,0,1,1,6,72000,11.184435,87500,1
230330102,2022,23,49,2401,1,1,0,1,2,9,10000,9.2104406,73000,1
230331501,2022,42,34,1156,1,1,0,1,5,16,292000,12.584513,125000,1
230337101,2022,23,50,2500,0,1,1,1,4,15,60000,11.002116,50000,1
230343101,2022,23,42,1764,0,1,0,0,3,12,15000,9.6158724,27800,1
230350102,2022,23,45,2025,1,1,1,1,4,15,150000,11.918397,60000,1
230354101,2022,23,53,2809,0,0,1,1,2,9,14000,9.5468836,49000,1
230363101,2022,23,42,1764,0,1,0,1,5,16,69000,11.141876,40000,1
230364101,2022,23,51,2601,0,1,1,1,3,12,85000,11.350418,42500,1
230367103,2022,23,30,900,1,1,0,1,4,15,40000,10.59666,40500,1
230368101,2022,23,53,2809,1,1,0,1,5,16,50000,10.819798,45000,1
230375101,2022,23,50,2500,0,1,0,1,4,15,41000,10.621352,35666.668,1
230383101,2022,23,51,2601,0,0,0,1,3,12,2400,7.7836404,48200,0
230385101,2022,23,38,1444,0,0,0,1,4,15,53000,10.878066,30000,1
230414101,2022,23,48,2304,0,1,0,1,2,9,14500,9.5819731,26500,1
230418104,2022,23,44,1936,0,0,1,1,3,12,15000,9.6158724,7500,0
230420102,2022,23,32,1024,0,1,1,1,3,12,12000,9.392745,26500,1
230445102,2022,23,53,2809,1,1,0,1,2,9,50000,10.819798,40000,1
230446101,2022,23,51,2601,0,1,0,1,1,6,2000,7.6014023,40400,1
230455101,2022,23,45,2025,0,1,1,1,4,15,38000,10.545368,25250,1
230462101,2022,23,43,1849,0,1,1,1,2,9,3000,8.0067005,50000,0
230463101,2022,23,64,4096,1,0,0,1,2,9,50000,10.819798,80000,1
230475102,2022,23,54,2916,1,1,0,1,2,9,42000,10.645449,31680,1
230477102,2022,23,51,2601,1,0,0,1,2,9,60000,11.002116,60000,1
230488102,2022,23,62,3844,0,1,1,1,0,0,24000,10.085851,16000,1
230501101,2022,23,54,2916,1,1,1,1,1,6,26000,10.165891,17275,1
230503101,2022,23,50,2500,1,1,1,1,0,0,60000,11.002116,29533.334,1
230518102,2022,23,51,2601,0,1,1,1,2,9,5000,8.5173931,21950,0
440592104,2022,44,34,1156,0,1,1,1,5,16,105100,11.562677,36666.668,1
230534101,2022,23,62,3844,1,1,1,1,2,9,33600,10.422311,22400,0
230546102,2022,12,47,2209,0,1,1,1,3,12,77004,11.251626,50668,1
230550102,2022,23,45,2025,1,0,1,0,0,0,10000,9.2104406,16000,1
230553103,2022,23,39,1521,1,0,1,1,2,9,8000,8.9873219,11333.333,1
230556101,2022,23,57,3249,0,0,1,1,3,12,1200,7.09091,43200,1
230563103,2022,23,24,576,1,0,1,0,4,15,48000,10.778977,26750,1
230565104,2022,11,54,2916,0,1,1,1,1,6,27000,10.203629,21550,1
230566101,2022,23,44,1936,1,1,1,1,2,9,74000,11.211834,43866.668,1
230581102,2022,23,34,1156,1,0,0,1,4,15,90000,11.407576,61000,1
230591101,2022,23,46,2116,1,1,0,1,2,9,46000,10.736419,26666.666,1
230592101,2022,23,54,2916,0,1,0,1,3,12,0,0,15000,0
230594102,2022,23,54,2916,1,1,0,1,2,9,5080,8.5332632,18002.5,1
230606101,2022,23,54,2916,0,1,1,1,3,12,20000,9.9035378,23333.334,1
430411103,2022,43,37,1369,1,1,0,1,5,16,100000,11.512936,50050,1
430528105,2022,43,42,1764,0,1,1,0,2,9,72000,11.184435,50000,1
450204101,2022,45,43,1849,0,0,1,1,1,6,22200,10.007893,6416.6665,1
440648103,2022,44,48,2304,1,1,1,1,2,9,64396,11.072823,64396,1
510592104,2022,51,57,3249,0,1,1,1,1,6,8000,8.9873219,43750,1
441686103,2022,44,41,1681,1,1,1,1,2,9,60000,11.002116,80000,1
232975551,2022,52,48,2304,0,1,1,1,2,9,48960,10.798779,13333.333,1
233668551,2022,53,40,1600,1,1,1,1,2,9,24000,10.085851,80000,1
234125651,2022,51,29,841,0,1,1,1,5,16,70000,11.156265,77000,0
620261101,2022,62,52,2704,1,0,1,1,1,6,8400,9.0361061,5580,1
234784551,2022,11,48,2304,1,1,0,1,4,15,112000,11.626263,120150,1
620844101,2022,62,52,2704,1,1,1,0,1,6,47000,10.757924,15000,1
234866552,2022,62,36,1296,1,1,0,1,4,15,60000,11.002116,17988,1
621084104,2022,65,32,1024,1,1,1,1,5,16,77000,11.251574,21640,1
610276101,2022,61,54,2916,1,0,0,1,3,12,30500,10.325515,70000,1
610217103,2022,13,30,900,0,1,1,1,4,15,70000,11.156265,200000,1
130397103,2022,13,27,729,0,1,1,0,1,6,6000,8.6996813,16666.666,0
236885651,2022,13,25,625,0,1,1,0,5,16,85000,11.350418,26683.334,0
620740104,2022,32,40,1600,0,1,1,1,2,9,50000,10.819798,75550,1
140658103,2022,14,24,576,1,0,1,1,2,9,27000,10.203629,60000,1
210730105,2022,21,36,1296,1,1,1,1,2,9,70000,11.156265,33333.332,1
211197103,2022,21,31,961,0,1,1,1,4,15,30000,10.308986,26000,1
130012104,2022,13,33,1089,1,1,1,1,2,9,45000,10.71444,23333.334,1
211714103,2022,21,48,2304,0,1,0,1,5,16,47200,10.762171,52000,1
239702551,2022,22,35,1225,1,1,0,1,4,15,48000,10.778977,16666.666,1
220083103,2022,23,28,784,1,0,1,1,2,9,100000,11.512936,128000,1
220211102,2022,22,36,1296,1,1,1,1,4,15,73000,11.198229,45666.668,1
140007104,2022,14,42,1764,1,1,1,1,4,15,50000,10.819798,22750,1
140358103,2022,32,39,1521,1,1,1,1,2,9,85000,11.350418,21105,1
211519104,2022,21,51,2601,0,1,1,1,2,9,30000,10.308986,50000,1
210751103,2022,14,38,1444,1,1,1,0,4,15,150000,11.918397,110000,1
621003104,2022,62,33,1089,0,0,1,1,3,12,35000,10.463132,25000,0
312072101,2022,31,36,1296,0,1,0,1,4,15,74300,11.215879,84962.5,1
211723103,2022,21,38,1444,0,1,1,1,6,19,70000,11.156265,66666.664,1
330199101,2022,33,46,2116,0,1,1,1,5,16,130000,11.775297,100000,1
220249103,2022,11,34,1156,0,0,0,1,6,19,140000,11.849405,640200,1
330262101,2022,33,29,841,1,1,1,0,5,16,300000,12.611541,275000,1
220286102,2022,12,37,1369,1,1,1,1,3,12,85000,11.350418,53333.332,1
340301103,2022,34,30,900,1,1,0,1,5,16,80000,11.289794,43333.332,1
243525601,2022,36,32,1024,1,1,1,1,3,12,22000,9.9988432,126875,1
360160103,2022,33,45,2025,1,1,1,1,2,9,70000,11.156265,33466.668,1
230594103,2022,11,28,784,0,1,0,1,3,12,20000,9.9035378,66666.664,1
370064103,2022,37,31,961,0,1,1,1,5,16,36000,10.491302,37500,1
370170103,2022,37,43,1849,0,1,1,1,2,9,1800,7.4960976,13900,1
410400102,2022,41,54,2916,1,1,1,1,2,9,70000,11.156265,36666.668,1
311977104,2022,31,40,1600,1,1,1,1,3,12,100000,11.512936,55500,1
410847104,2022,41,24,576,1,1,1,1,1,6,45000,10.71444,60000,1
411118110,2022,31,27,729,1,1,1,1,2,9,60000,11.002116,36000,1
411649101,2022,41,51,2601,0,0,1,1,2,9,42000,10.645449,23000,1
420289104,2022,42,35,1225,1,1,1,1,4,15,112200,11.628047,100000,1
420297106,2022,42,35,1225,1,0,1,1,0,0,80000,11.289794,16666.666,1
340176101,2022,34,54,2916,1,1,1,1,2,9,60000,11.002116,37500,1
246549501,2022,34,39,1521,1,1,1,1,4,15,48000,10.778977,17700,1
430548104,2022,43,30,900,0,0,1,1,4,15,65000,11.082158,70000,1
430554103,2022,43,25,625,1,1,0,1,5,16,12000,9.392745,40150,1
350107106,2022,35,30,900,0,1,1,1,4,15,35000,10.463132,20000,1
440320105,2022,44,34,1156,1,0,1,1,3,12,130000,11.775297,130000,1
370037103,2022,37,50,2500,1,1,0,1,4,15,100000,11.512936,173028.33,1
440627104,2022,44,30,900,0,0,1,1,5,16,57600,10.961295,57600,1
370058103,2022,37,36,1296,1,1,0,1,5,16,190000,12.154784,210000,1
370318103,2022,37,32,1024,1,0,1,1,2,9,50000,10.819798,50000,1
450266104,2022,45,30,900,1,0,1,0,1,6,80000,11.289794,100000,1
410916103,2022,41,35,1225,0,0,1,1,1,6,30000,10.308986,17500,1
411345103,2022,41,32,1024,0,1,1,1,4,15,9000,9.1050911,16200,1
411398101,2022,33,33,1089,1,1,1,1,2,9,90000,11.407576,77500,1
520120105,2022,52,44,1936,1,1,0,1,5,16,66000,11.097425,30000,1
411545101,2022,41,48,2304,0,0,1,1,0,0,30600,10.328788,15550,1
411599103,2022,44,41,1681,1,0,1,1,2,9,65000,11.082158,35000,1
520183103,2022,52,41,1681,1,0,1,1,3,12,59000,10.98531,30000,1
520342104,2022,52,28,784,1,1,1,1,5,16,160000,11.982935,55580,1
520380103,2022,52,32,1024,1,1,1,0,5,16,179940,12.100385,83333.336,1
430005103,2022,43,51,2601,0,1,1,1,5,16,95000,11.461642,71000,1
250409551,2022,43,39,1521,1,1,0,1,5,16,70000,11.156265,30000,1
610143103,2022,61,35,1225,0,0,1,1,2,9,25050,10.128669,10666.667,1
330164104,2022,33,39,1521,0,1,0,1,5,16,50000,10.819798,32500,1
440284103,2022,44,53,2809,1,1,0,1,5,16,110000,11.608245,120000,1
621349102,2022,44,34,1156,1,1,1,1,3,12,89000,11.396403,80000,1
441239103,2022,44,31,961,1,1,0,0,5,16,400000,12.899222,133333.33,1
210759103,2022,21,34,1156,0,0,1,1,4,15,50000,10.819798,40000,1
621766103,2022,62,41,1681,1,1,1,1,2,9,42000,10.645449,16500,1
441728106,2022,44,30,900,0,0,1,1,1,6,10000,9.2104406,50000,1
450206110,2022,44,41,1681,0,1,1,1,2,9,66000,11.097425,72500,1
130466104,2022,13,38,1444,0,1,1,0,1,6,54000,10.896758,26666.666,1
130477103,2022,11,31,961,0,1,1,0,4,15,69000,11.141876,30000,1
130896104,2022,13,33,1089,0,1,0,1,6,19,160000,11.982935,133566.67,1
510886104,2022,44,40,1600,0,0,1,0,2,9,60000,11.002116,60000,1
140615103,2022,14,33,1089,0,1,0,1,4,15,20000,9.9035378,33333.332,1
140877104,2022,11,26,676,0,0,0,1,4,15,70000,11.156265,80000,1
520499105,2022,44,35,1225,1,0,1,1,5,16,189000,12.149508,258050,1
530435103,2022,53,49,2401,1,0,1,0,3,12,120000,11.695255,220000,1
130797102,2022,11,30,900,1,1,1,1,2,9,80000,11.289794,33333.332,1
210635103,2022,21,41,1681,1,0,1,1,7,22,120000,11.695255,120000,1
610054106,2022,61,31,961,0,1,1,1,4,15,36000,10.491302,25000,1
255178501,2022,61,37,1369,1,1,1,1,5,16,400000,12.899222,100000,1
620240104,2022,51,29,841,0,1,1,1,3,12,4500,8.412055,20000,1
620420104,2022,65,35,1225,1,1,0,1,5,16,70000,11.156265,40000,1
211769103,2022,23,32,1024,1,1,1,1,5,16,44000,10.691968,100000,1
620919103,2022,62,29,841,0,1,1,1,3,12,12000,9.392745,33333.332,1
230465103,2022,31,37,1369,1,1,0,0,4,15,120000,11.695255,60000,1
312074101,2022,31,33,1089,0,0,0,1,5,16,100000,11.512936,62000,1
130425103,2022,13,46,2116,1,0,1,1,2,9,6000,8.6996813,6666.6665,1
258984701,2022,13,33,1089,0,1,1,1,2,9,23000,10.043293,6000,1
320151102,2022,32,55,3025,1,1,1,1,2,9,42076,10.647257,40000,1
140058103,2022,12,40,1600,1,1,0,1,5,16,150000,11.918397,37500,1
259476551,2022,34,46,2116,1,1,1,1,2,9,80000,11.289794,16250,1
259503501,2022,14,31,961,1,1,1,1,2,9,40000,10.59666,11000,1
140652104,2022,14,27,729,1,1,1,1,2,9,68000,11.127277,37500,1
360195103,2022,44,30,900,1,0,1,1,2,9,80000,11.289794,80000,1
210245104,2022,21,35,1225,1,1,1,1,5,16,100000,11.512936,66666.664,1
370164104,2022,37,34,1156,0,1,1,1,2,9,50000,10.819798,37500,1
260468501,2022,21,38,1444,1,0,1,0,4,15,38000,10.545368,33333.332,1
210630102,2022,21,35,1225,0,0,0,1,4,15,110000,11.608245,110000,1
410248105,2022,41,38,1444,0,1,1,0,5,16,70000,11.156265,37000,1
410263103,2022,41,43,1849,1,1,1,1,5,16,120000,11.695255,46000,1
410568106,2022,41,34,1156,0,1,1,1,2,9,0,0,14175,1
410758103,2022,41,36,1296,0,1,1,1,6,19,77000,11.251574,33333.332,1
220045105,2022,22,42,1764,0,1,1,1,3,12,60200,11.005445,33233.332,0
411354103,2022,33,29,841,0,0,1,1,5,16,46000,10.736419,70000,1
411461103,2022,41,43,1849,1,0,1,1,2,9,30000,10.308986,36000,1
230072103,2022,23,32,1024,0,1,1,1,4,15,32400,10.385944,45000,1
230482103,2022,32,30,900,1,1,0,1,5,16,130000,11.775297,175000,1
430256103,2022,43,39,1521,1,1,1,1,4,15,82000,11.314487,48666.668,1
262884551,2022,43,39,1521,1,1,1,1,6,19,50000,10.819798,40000,1
